"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.319890763E1,1.001417542E-1,6.825805664E-2,9.811347198E0,9.812095667E0
1.320895562E1,1.091230774E-1,6.436614990E-2,9.803563385E0,9.804381974E0
1.321900363E1,9.175918579E-2,7.319778442E-2,9.814041595E0,9.814743507E0
1.322905163E1,1.025367737E-1,6.376739502E-2,9.823022919E0,9.823765028E0
1.323909863E1,1.022373962E-1,5.613327026E-2,9.820927277E0,9.821619826E0
1.324914562E1,9.145980835E-2,7.679031372E-2,9.801467743E0,9.802195242E0
1.325919363E1,9.834548950E-2,6.735992432E-2,9.819131012E0,9.819854532E0
1.326924262E1,1.014889526E-1,6.885681152E-2,9.806856537E0,9.807623382E0
1.327929063E1,9.744735718E-2,6.511459351E-2,9.807305603E0,9.808005867E0
1.328933863E1,8.113128662E-2,6.706054688E-2,9.814490662E0,9.815055086E0
1.329938663E1,1.011895752E-1,7.469467163E-2,9.821825409E0,9.822630655E0
1.330943462E1,1.140628052E-1,6.885681152E-2,9.805958405E0,9.806863506E0
1.331948263E1,1.157093811E-1,6.062393188E-2,9.814790039E0,9.815659297E0
1.332953063E1,1.016386414E-1,7.229965210E-2,9.813592529E0,9.814385156E0
1.333957763E1,9.939331055E-2,5.763015747E-2,9.811347198E0,9.812019879E0
1.334962563E1,1.140628052E-1,7.634124756E-2,9.811347198E0,9.812307178E0
1.335967363E1,8.771759033E-2,7.394622803E-2,9.810000000E0,9.810670845E0
1.336972163E1,1.035845947E-1,5.987548828E-2,9.797126770E0,9.797857306E0
1.337976963E1,1.094224548E-1,5.897735596E-2,9.805958405E0,9.806746241E0
1.338981763E1,1.721420288E-2,9.954299927E-2,9.737850037E0,9.738374016E0
1.339986563E1,2.372566223E-1,1.793270874E-1,1.000848724E1,1.001290496E1
1.340991463E1,-3.233276367E-2,-9.385482788E-2,9.588460693E0,9.588974534E0
1.341996263E1,4.580474854E-2,1.672023010E-1,9.872719574E0,9.874241564E0
1.343000863E1,1.499880981E-1,1.121168518E-1,9.940229187E0,9.941992904E0
1.344005163E1,-1.496887207E-3,4.490661621E-2,9.762548676E0,9.762652072E0
1.345009463E1,6.286926270E-2,1.124162292E-1,9.804760895E0,9.805606873E0
1.346013763E1,1.005908203E-1,2.320175171E-2,9.884095917E0,9.884634992E0
1.347018063E1,6.765930176E-2,6.541397095E-2,9.771230621E0,9.771683817E0
1.348022263E1,7.229965210E-2,6.331832886E-2,9.795779572E0,9.796251011E0
1.349026563E1,8.756790161E-2,7.214996338E-2,9.844428406E0,9.845082244E0
1.350030879E1,8.367599487E-2,5.478607178E-2,9.826615448E0,9.827124419E0
1.351035179E1,8.352630615E-2,6.017486572E-2,9.762249298E0,9.762792071E0
1.352039379E1,6.960525513E-2,6.631210327E-2,9.818981323E0,9.819451941E0
1.353043679E1,6.676116943E-2,6.765930176E-2,9.805659027E0,9.806119711E0
1.354047979E1,5.179229736E-2,7.783813477E-2,9.807604980E0,9.808050605E0
1.355052179E1,6.706054688E-2,5.927673340E-2,9.816137238E0,9.816545274E0
1.356056479E1,8.577163696E-2,8.262817383E-2,9.833201752E0,9.833922965E0
1.357060779E1,5.748046875E-2,7.065307617E-2,9.820029144E0,9.820451530E0
1.358065079E1,5.748046875E-2,7.708969116E-2,9.792037354E0,9.792509503E0
1.359069279E1,7.349716187E-2,6.511459351E-2,9.818981323E0,9.819472286E0
1.360073579E1,8.532257080E-2,8.128097534E-2,9.813143463E0,9.813850986E0
1.361077879E1,7.574249268E-2,7.080276489E-2,9.829309845E0,9.829856661E0
1.362082079E1,5.912704468E-2,7.484436035E-2,9.812245331E0,9.812708908E0
1.363086379E1,8.622070312E-2,7.574249268E-2,9.799970856E0,9.800642821E0
1.364090679E1,9.669891357E-2,6.466552734E-2,9.825717316E0,9.826405908E0
1.365094979E1,5.673202515E-2,7.020401001E-2,9.792785797E0,9.793201764E0
1.366099179E1,2.005828857E-2,5.164260864E-2,9.722731476E0,9.722889316E0
1.367103479E1,-8.023315430E-2,2.192939758E-1,8.981921997E0,8.984956871E0
1.368107779E1,1.404080200E-1,4.385879517E-1,1.033555710E1,1.034581144E1
1.369111979E1,2.583627319E-1,-1.270857239E-1,9.898915100E0,9.903101648E0
1.370116279E1,7.679031372E-2,-5.538482666E-3,1.000384689E1,1.000414315E1
1.371120579E1,1.784289551E-1,1.601669312E-2,9.917027435E0,9.918645400E0
1.372124879E1,1.113684082E-1,2.110610962E-2,9.825717316E0,9.826371108E0
1.373129079E1,9.056167603E-2,-9.999206543E-2,9.871372375E0,9.872294181E0
1.374133379E1,1.001417542E-1,-9.550140381E-2,9.912387085E0,9.913352945E0
1.375137679E1,1.152603149E-1,-2.814147949E-2,9.942175140E0,9.942883053E0
1.376141879E1,5.748046875E-2,-8.681945801E-3,9.884245605E0,9.884416552E0
1.377146179E1,-3.847000122E-2,1.086740112E-1,9.693392487E0,9.694077980E0
1.378150479E1,-4.326004028E-1,6.451583862E-2,9.526040497E0,9.536076392E0
