"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.681295921E1,-3.359063909E-2,2.423989744E-2,-1.888065934E-2,4.552343308E-2
1.682300221E1,3.235654083E-2,9.441517387E-3,4.354070663E-2,5.506252009E-2
1.683304521E1,-2.309358050E-2,2.878673801E-2,6.929009020E-2,7.850545425E-2
1.684308921E1,-6.360109198E-2,1.469283781E-2,1.480515003E-2,6.693407840E-2
1.685313221E1,-6.901815813E-3,-3.863447243E-3,1.495366931E-2,1.691666374E-2
1.686317521E1,-4.578743073E-2,1.107543044E-2,5.147654772E-2,6.977814082E-2
1.687321821E1,-3.122210105E-2,-4.565670434E-4,2.516121215E-1,2.535422799E-1
1.688326221E1,1.193675271E-2,-2.016954099E-2,5.357394397E-2,5.847618252E-2
1.689330521E1,-1.163531504E-2,2.694380527E-2,-7.515952528E-2,8.068645139E-2
1.690334821E1,-3.660841221E-3,1.868194537E-2,5.102865100E-2,5.446411722E-2
1.691339121E1,-1.316048130E-2,-2.354282711E-2,5.192502916E-2,5.851214942E-2
1.692343421E1,-2.289339559E-2,2.961259327E-2,-5.764828384E-2,6.873381898E-2
1.693347821E1,-2.540349107E-2,1.698772377E-2,-3.085341811E-2,4.342641508E-2
1.694352121E1,-1.584114417E-2,2.614595270E-2,-5.360434949E-2,6.170882413E-2
1.695356421E1,-1.833520548E-2,1.533608635E-2,-1.932639259E-1,1.947365409E-1
1.696360721E1,-1.923742401E-2,-9.344736831E-3,-8.968108535E-2,9.219598504E-2
1.697365121E1,2.803645117E-2,-3.339545857E-3,4.489024401E-2,5.303139794E-2
1.698369421E1,5.129702906E-3,4.611670663E-2,-1.947473645E-2,5.032225990E-2
1.699373721E1,-1.254805398E-2,2.821352815E-2,-1.306934559E-1,1.342916090E-1
1.700378021E1,1.909738548E-2,2.196150245E-3,-1.268003798E-1,1.282492476E-1
1.701382421E1,3.147563038E-3,-2.114681172E-2,1.809830189E-2,2.801148569E-2
1.702386721E1,-2.924494045E-3,-1.185207772E-2,1.749779284E-2,2.133535015E-2
1.703391021E1,-9.811600456E-3,-3.526138731E-2,-2.559326291E-3,3.669036781E-2
1.704395321E1,4.954761523E-2,-2.981029311E-3,9.129608631E-2,1.039174099E-1
1.705399621E1,1.585379106E-2,-1.955410327E-2,3.429976702E-3,2.540610922E-2
1.706404021E1,5.760685997E-3,-4.735130053E-3,-5.509831309E-2,5.560063907E-2
1.707408321E1,-7.815993719E-3,5.124088665E-3,6.644775867E-2,6.710179338E-2
1.708412621E1,-3.389283735E-3,-7.269267635E-3,1.835031688E-1,1.836783669E-1
1.709416921E1,3.805421851E-2,3.031330897E-2,9.009916127E-2,1.023956987E-1
1.710421221E1,3.453392973E-3,1.774857444E-2,-8.997636974E-2,9.177518689E-2
1.711425621E1,1.081819635E-2,2.188587237E-2,6.270554066E-3,2.520604352E-2
1.712429921E1,-2.789494169E-3,5.427422114E-3,1.406892711E-1,1.408215509E-1
1.713434221E1,-4.303626551E-2,-3.870173369E-2,7.602315903E-2,9.554823414E-2
1.714438521E1,-1.316313311E-2,1.089116092E-2,6.120339096E-2,6.354321776E-2
1.715442921E1,4.089797529E-2,-1.005008463E-3,1.272184557E-1,1.336345385E-1
1.716447221E1,3.504336840E-3,8.579263212E-3,-2.740999281E-2,2.893426757E-2
1.717451521E1,-5.699504022E-2,1.008887725E-2,-3.504470229E-2,6.766351463E-2
1.718455821E1,1.043212480E-2,-1.145131504E-2,1.601523131E-1,1.608997366E-1
1.719460183E1,-2.864180929E-2,2.652609481E-2,7.827433705E-2,8.746918764E-2
1.720464483E1,-5.692845505E-2,2.675838458E-2,-5.345115244E-2,8.254626483E-2
1.721468783E1,1.768903791E-3,5.031784885E-3,-6.527773082E-2,6.549526717E-2
1.722473083E1,-4.342572662E-2,-1.343401451E-2,-2.770469248E-2,5.323360277E-2
1.723477383E1,-3.877842357E-2,-9.779157545E-3,8.126928091E-2,9.057645432E-2
1.724481783E1,9.017272198E-3,-2.278941337E-2,-4.731333017E-2,5.328432951E-2
1.725486083E1,2.595451349E-2,2.600889944E-2,-1.230540687E-1,1.284227528E-1
1.726490383E1,1.943577938E-3,1.184396471E-2,-2.845079720E-2,3.087887395E-2
1.727494683E1,-1.351520173E-2,-3.294202527E-2,-1.488005286E-1,1.530014217E-1
1.728498983E1,1.143781620E-3,8.951392807E-3,-1.392204505E-1,1.395126142E-1
1.729503383E1,-2.069980579E-2,3.086686671E-2,3.771278679E-2,5.294808503E-2
1.730507683E1,-2.190295949E-2,7.951710792E-3,-7.215814948E-2,7.582722384E-2
1.731511983E1,-1.573281765E-2,1.860264251E-2,-1.681103736E-1,1.698666465E-1
1.732516283E1,2.498611408E-2,2.548615837E-2,-6.632204354E-2,7.531575947E-2
1.733520683E1,1.746427642E-2,-9.446633700E-4,4.938792229E-2,5.239332216E-2
1.734524983E1,-3.722429076E-2,2.942739185E-2,-8.092546463E-3,4.813635343E-2
1.735529283E1,1.427970233E-2,3.925606800E-2,-3.653632700E-2,5.549641398E-2
1.736533583E1,3.132527014E-3,2.502872338E-2,9.279531240E-2,9.616246525E-2
1.737537983E1,-1.851969199E-2,8.777584322E-3,4.354889274E-2,4.813035463E-2
1.738542283E1,-1.984762436E-2,2.474176213E-2,-1.123834848E-2,3.365090582E-2
1.739546583E1,-2.929074516E-2,-2.875187399E-2,9.219714224E-2,1.009204194E-1
1.740550883E1,2.936322779E-2,6.552855810E-3,1.239329052E-1,1.275323647E-1
1.741555183E1,-1.787304019E-2,6.742031509E-3,6.091395378E-2,6.383894047E-2
1.742559583E1,3.634071252E-2,9.416949945E-3,6.510523796E-2,7.515329895E-2
1.743563883E1,5.087963836E-3,2.456265461E-2,6.719912589E-2,7.172819458E-2
1.744568183E1,-2.150137226E-2,2.419096355E-2,1.016281164E-1,1.066573287E-1
1.745572483E1,-3.935020817E-3,2.209739540E-2,3.696258903E-2,4.324363837E-2
1.746576783E1,3.800274474E-3,1.692930643E-2,-6.737103403E-2,6.956938787E-2
1.747581183E1,-1.071789376E-2,2.947227837E-2,1.269237560E-1,1.307406910E-1
1.748585483E1,-3.827779913E-2,-2.252436091E-2,7.138807118E-2,8.407611699E-2
1.749589783E1,-1.903976985E-2,-1.324370591E-2,-7.545831800E-2,7.894217084E-2
1.750594083E1,1.991323880E-2,3.181122858E-3,1.704989612E-2,2.640749098E-2
1.751598483E1,2.804138932E-2,1.445568753E-3,7.333168566E-2,7.852353345E-2
1.752602783E1,-3.146753564E-2,-2.011729063E-2,-6.033975720E-2,7.096335309E-2
1.753607083E1,9.324360655E-3,-2.295674424E-2,-8.847422004E-3,2.631031516E-2
1.754611383E1,2.267932812E-2,-1.293311826E-2,3.920324206E-2,4.710107918E-2
1.755615783E1,-7.184970886E-2,-3.350856565E-2,-1.031501466E-1,1.300967232E-1
1.756620083E1,-3.425707321E-2,2.222965211E-2,-1.327890980E-1,1.389267759E-1
1.757624383E1,4.159721549E-2,4.295191029E-3,1.300713122E-2,4.379454835E-2
1.758628683E1,-4.007402952E-2,-3.846466564E-2,3.082008898E-2,6.352429637E-2
1.759632983E1,-2.967383372E-2,-2.828930441E-2,-2.381629407E-2,4.741346871E-2
1.760637383E1,4.375295599E-2,-2.691556505E-2,-1.121332240E-1,1.233394857E-1
1.761641683E1,1.801910866E-2,3.582144094E-2,-7.650496960E-3,4.082148958E-2
1.762645983E1,-5.698258747E-2,6.446509575E-3,-1.213297248E-3,5.735891257E-2
1.763650283E1,-2.868415364E-2,-3.446702479E-2,-6.094026625E-2,7.566024398E-2
1.764654683E1,2.030089549E-2,2.873688136E-2,5.207647204E-2,6.284817936E-2
1.765658983E1,-4.533039317E-2,2.253195316E-2,-7.051157355E-3,5.111019739E-2
1.766663283E1,-6.489622741E-2,9.865385704E-3,-1.071952504E-1,1.256967298E-1
1.767667583E1,-3.546256122E-2,3.455941994E-2,1.315623522E-4,4.951731075E-2
1.768671883E1,-1.481778550E-2,5.094541954E-3,7.377782822E-2,7.542339863E-2
1.769676283E1,7.278440455E-3,-1.035454184E-2,1.397923082E-1,1.403641039E-1
1.770680583E1,2.465268346E-3,4.613815860E-2,7.618337274E-3,4.682783670E-2
1.771684883E1,-5.812205449E-3,6.682248297E-2,-9.102828383E-2,1.130715456E-1
1.772689183E1,-1.491871392E-3,2.836233979E-2,1.306607115E-1,1.337118900E-1
1.773693583E1,-1.462539155E-2,-1.167078663E-2,1.186867833E-1,1.201526607E-1
1.774697883E1,-2.131145652E-3,1.600495300E-2,-8.997695446E-3,1.848401541E-2
1.775702183E1,-1.207428562E-2,-2.281145006E-2,1.629969835E-1,1.650277773E-1
1.776706483E1,-1.033904900E-2,-9.344755104E-3,5.596954823E-2,5.767851169E-2
1.777710783E1,-5.066594090E-3,-1.344972890E-2,-5.749391735E-2,5.926310922E-2
1.778715183E1,6.240938832E-2,-2.295863545E-3,4.848628163E-2,7.906403890E-2
1.779719483E1,4.905461272E-2,1.035495297E-2,1.403974950E-1,1.490806382E-1
1.780723783E1,-2.652562886E-2,-1.286385616E-2,2.259422600E-2,3.714278975E-2
1.781728083E1,3.380959904E-2,3.188660285E-3,-1.187136805E-1,1.234754813E-1
1.782732483E1,1.693463517E-2,7.057735473E-3,-1.184154725E-1,1.198282839E-1
1.783736783E1,-3.576276550E-2,3.184009921E-3,4.160176992E-2,5.495289416E-2
1.784741083E1,-4.233470927E-2,-4.324502025E-2,1.855029166E-2,6.329670375E-2
1.785745383E1,-4.503613661E-2,-4.116352111E-2,-1.028490150E-1,1.195851536E-1
1.786749683E1,1.143516211E-2,-1.179250921E-2,-5.210336924E-2,5.463137644E-2
1.787754083E1,1.730559989E-2,-1.265142865E-2,-4.611465096E-2,5.085374586E-2
1.788758383E1,-2.778475366E-2,-3.164052643E-2,-1.896667188E-1,1.942847902E-1
1.789762683E1,6.588395918E-3,7.534804316E-3,-9.592357278E-3,1.386338902E-2
1.790766983E1,-1.747136388E-2,-3.182754597E-2,1.092622411E-1,1.151367820E-1
1.791771383E1,-6.089484983E-2,-1.931582009E-3,-1.640699476E-1,1.750167462E-1
1.792775683E1,-3.236798629E-2,-9.827799071E-4,-1.221588600E-1,1.263781605E-1
1.793779983E1,3.621593385E-2,-1.233104691E-3,2.917585194E-2,4.652251872E-2
1.794784283E1,-5.955446244E-2,-1.010982673E-2,-1.198913097E-2,6.158475342E-2
1.795788583E1,-7.035099439E-2,-4.143182608E-2,-3.608316779E-3,8.172440624E-2
1.796792983E1,1.067507706E-1,-5.279405331E-3,1.135997057E-2,1.074832456E-1
1.797797283E1,-2.964996977E-2,4.840345217E-2,3.875417590E-2,6.873064119E-2
1.798801583E1,-6.011265226E-2,1.945928701E-2,-1.116859120E-1,1.283196702E-1
1.799805883E1,4.420828507E-2,-2.788527095E-2,-2.714277506E-3,5.233859099E-2
1.800810283E1,-7.607851115E-3,3.392316065E-2,1.644886082E-1,1.681224627E-1
1.801814583E1,-1.693038223E-2,3.227957228E-2,1.105708480E-2,3.809025799E-2
1.802818883E1,-2.537197778E-2,-1.022285158E-3,-4.810504317E-3,2.584421163E-2
1.803823183E1,-9.837862677E-3,5.312378146E-3,3.665093243E-2,3.831834746E-2
1.804827483E1,1.641957541E-3,-2.010756964E-3,8.469925761E-2,8.473903120E-2
1.805831883E1,4.140212862E-2,-1.278945034E-2,1.005662620E-1,1.095047001E-1
1.806836183E1,3.710627521E-2,4.715988644E-2,1.659205914E-2,6.225935252E-2
1.807840483E1,-2.684319434E-2,3.086237166E-2,4.098956645E-2,5.790671484E-2
1.808844783E1,-8.280785694E-3,-5.585141620E-3,1.387374705E-1,1.390965526E-1
1.809849183E1,3.890185007E-2,2.121616518E-2,1.509458721E-2,4.681160291E-2
1.810853483E1,9.770585436E-3,1.275661457E-2,2.317894757E-2,2.820388565E-2
1.811857783E1,-1.571797349E-2,-1.614682107E-2,7.093023419E-2,7.442360273E-2
1.812862083E1,-4.953206072E-3,-1.246015160E-2,1.838773906E-2,2.275738509E-2
1.813866383E1,-1.497562378E-2,-1.045750765E-2,-7.531798482E-2,7.750114587E-2
1.814870783E1,3.541083621E-2,-1.714471238E-2,-1.514253438E-2,4.215643285E-2
1.815875083E1,1.935843396E-2,9.956273362E-3,2.168264508E-2,3.072480175E-2
1.816879383E1,-3.078493260E-2,1.739246073E-2,-1.468668544E-1,1.510631745E-1
1.817883683E1,5.371187431E-2,-1.605534869E-2,-1.489630812E-1,1.591626188E-1
1.818888083E1,-9.414720694E-3,9.178410955E-3,4.233968854E-2,4.433429168E-2
1.819892383E1,-3.955367301E-2,-1.538994469E-2,-8.040447772E-2,9.091877409E-2
1.820896683E1,2.613470138E-3,-1.170069879E-2,-1.754579848E-1,1.758671118E-1
1.821900983E1,-3.685127494E-2,-3.794170529E-2,2.302808940E-2,5.768780085E-2
1.822905283E1,-3.550754139E-2,-3.380325618E-2,-1.334568501E-2,5.080898476E-2
1.823909683E1,4.241796357E-3,-1.844896124E-2,-8.429930806E-2,8.639867098E-2
1.824913983E1,-4.815174324E-2,-5.110393390E-2,3.964236796E-2,8.063324237E-2
1.825918283E1,-1.700916433E-2,1.352287391E-3,1.132903880E-1,1.145681123E-1
1.826922583E1,-2.624084890E-2,-1.595717029E-2,-5.930129170E-2,6.678215804E-2
1.827926983E1,-5.492930115E-2,2.504106648E-3,-5.810378194E-2,7.999717589E-2
1.828931283E1,-4.991802720E-2,-9.930920200E-3,1.748785257E-2,5.381688958E-2
1.829935583E1,2.678408492E-3,-2.667172702E-2,1.212203819E-1,1.241488456E-1
1.830939883E1,-2.671304354E-2,-7.864477644E-3,7.616173804E-2,8.109282980E-2
1.831944183E1,-6.007501538E-2,-4.349798542E-2,-3.895064235E-2,8.377490524E-2
1.832948583E1,6.340066039E-2,-1.361533301E-2,4.906983376E-3,6.503152710E-2
1.833952883E1,-4.461943570E-2,2.427181045E-2,3.948390841E-2,6.433501261E-2
1.834957183E1,-4.401585686E-2,-7.860421138E-3,6.999701858E-3,4.525679730E-2
1.835961483E1,3.701893928E-2,-2.411051866E-2,1.649213022E-1,1.707359215E-1
1.836965883E1,-2.828965616E-2,3.778710125E-2,5.654608369E-2,7.365887080E-2
1.837970183E1,-4.386729647E-2,2.463558949E-2,-8.326610506E-2,9.728564241E-2
1.838974483E1,-2.128106242E-2,1.741560291E-2,4.067557096E-2,4.909876695E-2
1.839978783E1,-1.930706069E-2,3.469689346E-2,1.171670920E-1,1.237124264E-1
1.840983083E1,-2.052919957E-2,-1.360595006E-2,1.568357724E-1,1.587577696E-1
1.841987483E1,1.497338082E-2,-1.553513836E-2,2.091899872E-2,3.005240697E-2
1.842991783E1,-3.805013916E-3,6.652690622E-2,-7.982267976E-2,1.039806116E-1
1.843996083E1,-4.626270429E-2,3.676710016E-2,6.672433197E-2,8.913020779E-2
1.845000383E1,-1.584869530E-2,5.055438699E-3,-6.155714750E-2,6.376535903E-2
1.846004783E1,5.296787550E-2,3.552567232E-2,-5.856395781E-2,8.658756483E-2
1.847009083E1,4.963459256E-2,-6.978615336E-3,7.600620210E-2,9.104524484E-2
1.848013383E1,6.337500117E-3,-3.496679728E-2,-1.402916604E-1,1.447224613E-1
1.849017683E1,3.639102598E-2,-1.116003234E-2,-2.417823672E-1,2.447602218E-1
1.850021983E1,9.497781306E-2,-1.869173946E-2,-5.781492949E-2,1.127507524E-1
1.851026383E1,1.049951898E-1,-2.322123025E-2,1.747908175E-2,1.089437181E-1
1.852030683E1,4.286932751E-2,-3.902777991E-2,4.307059050E-3,5.813344651E-2
1.853034983E1,3.360148156E-2,1.467411758E-2,-1.202351260E-1,1.257015307E-1
1.854039283E1,8.064755743E-2,5.050829449E-2,-1.648429495E-1,1.903373698E-1
1.855043683E1,3.404609379E-2,1.744387968E-2,-2.204166412E-2,4.415042919E-2
1.856047983E1,-3.023460911E-2,4.651048919E-2,-1.710544467E-2,5.805129999E-2
1.857052283E1,2.955436551E-2,1.013682442E-2,8.722817838E-2,9.265511769E-2
1.858056583E1,-1.747815899E-2,-2.221485134E-4,6.776864469E-2,6.998660297E-2
1.859060883E1,-4.285539926E-2,3.375562878E-2,-2.264392734E-2,5.906585448E-2
1.860065283E1,4.947856783E-2,2.905801227E-3,-2.863439977E-2,5.724073031E-2
1.861069583E1,-1.786353161E-2,-2.797013780E-2,1.306349838E-1,1.347847668E-1
1.862073883E1,-3.330418034E-2,1.073056349E-2,1.002499276E-1,1.061807959E-1
1.863078183E1,-1.204452421E-2,-2.439390762E-2,-1.216747105E-2,2.980235971E-2
1.864082583E1,-4.201843429E-2,2.583017564E-2,3.558381557E-2,6.081903259E-2
1.865086883E1,-8.442927157E-2,3.823492488E-2,2.226151943E-2,9.531939270E-2
1.866091183E1,4.781791291E-3,1.397109954E-2,-3.926171422E-2,4.194686346E-2
1.867095483E1,-5.439387892E-2,1.030379897E-2,7.051742077E-4,5.536568981E-2
1.868099783E1,-5.299403266E-2,-1.725498721E-2,1.408132321E-1,1.514413035E-1
1.869104183E1,4.330739816E-2,-2.291205872E-2,7.135941982E-2,8.656015231E-2
1.870108483E1,-5.158228182E-2,8.442264777E-3,-1.431439322E-1,1.523882836E-1
1.871112783E1,3.490543121E-2,2.939980030E-3,3.677957118E-2,5.079143103E-2
1.872117083E1,4.564211371E-2,-6.071232534E-2,1.712012118E-1,1.872940040E-1
1.873121483E1,-3.880423355E-2,4.066930348E-3,1.178330898E-2,4.075726726E-2
1.874125783E1,-3.799513879E-3,6.548918076E-3,8.566170931E-4,7.619608030E-3
1.875130083E1,1.927551085E-2,-1.000183596E-2,1.822167814E-2,2.834804394E-2
1.876134383E1,7.849514710E-3,-4.287836328E-4,-1.635758579E-2,1.814853574E-2
1.877138683E1,-3.971371313E-2,-9.166643433E-3,3.558381557E-2,5.410558467E-2
1.878143083E1,9.995689534E-3,-2.046010192E-2,-2.982898593E-2,3.752729649E-2
1.879147383E1,4.014137757E-2,5.546921843E-2,-4.509782016E-2,8.198766840E-2
1.880151683E1,-4.377558198E-2,2.688663960E-2,2.360754848E-2,5.653768046E-2
1.881155983E1,-3.487545509E-2,2.783486612E-2,-1.635039371E-1,1.694833756E-1
1.882160383E1,3.407833570E-2,4.675646511E-2,-1.280282950E-1,1.404946416E-1
1.883164683E1,1.306489531E-3,4.968721750E-2,5.384583950E-2,7.327960787E-2
1.884168983E1,-3.713011861E-2,-2.158291351E-2,-7.473677158E-2,8.619775455E-2
1.885173283E1,1.993956269E-2,8.088033143E-3,-1.199433500E-1,1.218581538E-1
1.886177583E1,3.584512216E-3,4.321024759E-2,5.384583950E-2,6.913283341E-2
1.887181983E1,9.030656840E-3,-4.421408661E-4,-3.985813022E-2,4.087075722E-2
1.888186283E1,-1.435861462E-2,1.600209335E-2,-1.084173185E-1,1.105285110E-1
1.889190583E1,2.337330810E-3,5.316628341E-2,6.327681363E-2,8.268054154E-2
1.890194883E1,4.227531435E-2,3.807155916E-2,1.343222380E-2,5.845571363E-2
1.891199283E1,-2.169738418E-2,1.085539240E-2,2.181654632E-2,3.262786720E-2
1.892203583E1,-6.593670746E-2,-1.480275633E-2,6.747102141E-2,9.549402974E-2
1.893207883E1,-4.857250066E-3,-4.589107719E-2,5.759098113E-2,7.379908503E-2
1.894212183E1,-5.396392585E-2,-1.161363009E-2,6.822063446E-2,8.775555061E-2
1.895216483E1,-7.193276673E-2,-3.993060828E-2,1.492911100E-2,8.361611544E-2
1.896220883E1,3.841113620E-2,-2.677383402E-2,1.810824215E-1,1.870376886E-1
1.897225183E1,-1.422686726E-2,-3.628359024E-2,1.327329648E-1,1.383363387E-1
1.898229483E1,-4.901949288E-2,-2.604578258E-3,-5.348155797E-2,7.259456972E-2
1.899233783E1,-1.234316389E-2,-7.200754713E-3,-1.905315220E-2,2.381653149E-2
1.900238183E1,-6.606482087E-2,1.667077728E-3,1.053381747E-1,1.243522045E-1
1.901242483E1,-8.165895215E-2,-7.005037442E-3,9.276256800E-2,1.237826686E-1
1.902246783E1,2.171756621E-2,-3.947897483E-2,3.198777795E-2,5.525812224E-2
1.903251083E1,-6.812913010E-3,8.365812432E-4,-3.118261635E-2,3.192915931E-2
1.904255383E1,-4.210757235E-2,-2.954568833E-2,4.845061362E-2,7.066439916E-2
1.905259783E1,2.632616343E-2,-2.868855047E-2,2.270356894E-2,4.507273956E-2
1.906264083E1,-7.420564340E-3,2.772219758E-3,-7.564367473E-2,7.605731723E-2
1.907268383E1,1.215569439E-2,5.454135667E-2,1.262858248E-1,1.380964519E-1
1.908272683E1,1.410766628E-2,-2.732520819E-2,1.731126666E-2,3.528984562E-2
1.909277083E1,-6.922543736E-3,2.696279045E-2,-1.921055925E-1,1.941120098E-1
1.910281383E1,1.542177318E-2,5.197319560E-2,-1.075338042E-1,1.204265884E-1
1.911285683E1,-1.192287700E-2,2.259767038E-2,2.787367702E-3,2.570173381E-2
1.912289983E1,-1.231465415E-2,2.525920417E-2,-7.392050028E-3,2.905719370E-2
1.913294283E1,2.412191616E-2,1.300504815E-2,-3.927633226E-2,4.789184056E-2
1.914298683E1,8.062088865E-2,1.376965382E-2,-1.042412370E-1,1.324974209E-1
1.915302983E1,1.942027284E-2,6.605087891E-2,-1.540852422E-1,1.687664879E-1
1.916307283E1,-2.172066112E-2,6.839129093E-2,-9.151652634E-2,1.162945845E-1
1.917311583E1,-1.227248796E-2,1.695968455E-2,5.996787429E-2,6.351685451E-2
1.918315983E1,2.135169724E-2,3.249094913E-2,9.035877764E-2,9.836801029E-2
1.919320283E1,-2.131476842E-2,1.017003478E-2,-8.118449628E-2,8.454981607E-2
1.920324596E1,-1.199804113E-2,-1.168026094E-2,-1.404600602E-1,1.414546217E-1
1.921328896E1,-2.198686018E-2,1.157358580E-2,7.282707095E-3,2.589223304E-2
1.922333196E1,-2.360676047E-2,-1.522356399E-2,1.713415450E-1,1.736288026E-1
1.923337596E1,4.271251249E-2,9.980018539E-3,1.765812349E-1,1.819474980E-1
1.924341896E1,-9.173226119E-3,-1.061306186E-3,1.731360555E-2,1.962231855E-2
1.925346196E1,-2.144256206E-3,2.816598298E-2,-4.615207314E-2,5.411038983E-2
1.926350496E1,-1.821041540E-2,-1.554794742E-2,5.608473837E-2,6.098242186E-2
1.927354896E1,-3.277577477E-2,-2.055341070E-2,1.066783565E-1,1.134767194E-1
1.928359196E1,2.295940289E-2,2.425196646E-2,8.377715170E-2,9.018815447E-2
1.929363496E1,4.662704521E-3,-2.743289745E-2,5.967902184E-2,6.584747773E-2
1.930367796E1,-6.589156969E-2,-2.547131192E-2,-1.262004554E-2,7.176177421E-2
1.931372096E1,-3.134222935E-2,-2.765195791E-2,-5.094152749E-2,6.589389455E-2
1.932376496E1,9.364864044E-2,-8.949538143E-3,1.015906942E-1,1.384587709E-1
1.933380796E1,-9.956026683E-5,-1.150451557E-2,1.310793722E-1,1.315833029E-1
1.934385096E1,-7.054963527E-2,1.821104351E-2,3.303092122E-2,7.999959312E-2
1.935389396E1,2.467150190E-2,-5.795760155E-3,4.740337729E-3,2.578264229E-2
1.936393796E1,6.354045910E-3,3.800309191E-2,2.196214199E-3,3.859316327E-2
1.937398096E1,-1.029670557E-1,-4.027881911E-3,7.285045981E-3,1.033030023E-1
1.938402396E1,2.186270735E-2,6.077422360E-3,-6.306865275E-2,6.702662154E-2
1.939406696E1,-9.262149478E-3,4.049973423E-3,2.644110918E-3,1.044897221E-2
1.940410996E1,-4.948598649E-2,-1.006089284E-2,8.676917195E-2,1.003940916E-1
1.941415396E1,2.723184003E-2,-1.396689685E-2,-1.181564409E-1,1.220556915E-1
1.942419696E1,4.570202027E-3,5.412420351E-4,-1.198024321E-1,1.198907937E-1
1.943423996E1,2.160352038E-3,2.768091076E-2,2.105348468E-2,3.484464318E-2
1.944428296E1,2.482437689E-3,-3.657648093E-2,-1.562142134E-2,3.985009735E-2
1.945432696E1,-2.852687496E-4,3.288132386E-2,-8.373095870E-2,8.995630207E-2
1.946436996E1,-1.816279485E-2,2.355689697E-2,-1.356723601E-1,1.388949380E-1
1.947441296E1,-2.069418470E-2,4.285826348E-4,-6.516897261E-2,6.837710110E-2
1.948445596E1,-3.683110662E-2,-4.879848640E-3,-3.702632368E-2,5.245275953E-2
1.949449896E1,-2.018065983E-3,3.684759988E-2,-1.236990166E-1,1.290862692E-1
1.950454296E1,3.398553856E-2,-1.715076059E-2,-1.981445968E-2,4.291594380E-2
1.951458596E1,4.485719810E-2,2.787073513E-2,8.856251299E-2,1.031128741E-1
1.952462896E1,-4.222049670E-2,4.366412857E-2,-8.687325239E-2,1.060004172E-1
1.953467196E1,1.191128535E-2,4.795036605E-3,2.763803422E-2,3.047510509E-2
1.954471596E1,4.278037217E-2,8.250713646E-3,7.404153764E-2,8.590916025E-2
1.955475896E1,-4.239487621E-2,9.315272346E-3,-5.304477096E-2,6.854084587E-2
1.956480196E1,5.581101102E-3,4.363676542E-3,7.508877397E-2,7.542224034E-2
1.957484496E1,4.370524180E-3,3.831753507E-5,8.032904863E-2,8.044786513E-2
1.958488796E1,2.308816498E-3,4.436766738E-3,5.248753130E-2,5.272529256E-2
1.959493196E1,8.915715655E-3,1.342712576E-3,6.982744932E-3,1.140401638E-2
1.960497496E1,-1.000786590E-2,1.309137681E-2,3.662169635E-2,4.015831384E-2
1.961501796E1,1.546086045E-2,3.066214107E-2,1.544261348E-1,1.581980917E-1
1.962506096E1,-8.514452765E-3,-4.456875678E-3,1.220939559E-1,1.224716037E-1
1.963510496E1,-1.836596504E-2,-1.576411167E-2,3.572473347E-2,4.315173774E-2
1.964514796E1,4.095267417E-2,6.545884833E-3,1.911045492E-2,4.566376700E-2
1.965519096E1,-1.441541027E-2,-1.836891834E-2,5.024746299E-2,5.540784016E-2
1.966523396E1,-4.693129686E-2,-1.894655929E-2,-5.434986949E-3,5.090243429E-2
1.967527696E1,-1.692767333E-2,-1.722071704E-2,8.527813196E-2,8.863102736E-2
1.968532096E1,4.328391337E-2,-9.279851010E-3,1.429094589E-1,1.496085767E-1
1.969536396E1,9.470856248E-3,-3.195464982E-2,-2.908229649E-2,4.423320848E-2
1.970540696E1,-3.788841797E-2,-2.358255163E-3,-1.170986795E-1,1.230983117E-1
1.971544996E1,3.354476814E-2,1.047620047E-2,-8.416657627E-2,9.120863340E-2
1.972549396E1,2.272785315E-3,-8.917734772E-4,-3.184978366E-3,4.013091105E-3
1.973553696E1,-8.182838436E-2,-7.966557238E-4,9.096805751E-2,1.223589254E-1
1.974557996E1,6.724462453E-3,-2.789651770E-3,-1.200936234E-1,1.203140845E-1
1.975562296E1,-1.508723707E-2,1.141605816E-2,-1.401519120E-1,1.414231577E-1
1.976566596E1,-2.217292498E-2,3.566820734E-2,-4.195611119E-2,5.936476129E-2
1.977570996E1,1.536554398E-2,-1.385579975E-2,-1.172518766E-1,1.190633684E-1
1.978575296E1,1.283654784E-2,1.851367347E-2,6.282482386E-2,6.674197748E-2
1.979579596E1,-2.359585404E-2,4.028542464E-2,2.794793665E-2,5.441292980E-2
1.980583896E1,1.793530390E-2,-2.684488683E-2,-1.810163480E-1,1.838728945E-1
1.981588296E1,3.519135320E-2,3.956490149E-2,-5.482817173E-2,7.622297019E-2
1.982592596E1,-2.297900477E-2,2.626185548E-3,4.366642177E-2,4.941343847E-2
1.983596896E1,-9.587245532E-3,-1.487618457E-2,9.381214321E-2,9.546692808E-2
1.984601196E1,-1.332712238E-2,2.644880192E-2,5.160167813E-2,5.949692849E-2
1.985605496E1,-6.114705212E-3,3.584242696E-2,-4.584684849E-2,5.851497848E-2
1.986609896E1,1.452635890E-2,-3.748151114E-2,6.686992764E-2,7.802221481E-2
1.987614196E1,-1.115121127E-2,3.647806498E-2,-3.401910067E-2,5.111064417E-2
